brand	manufacturers_id	name	description	room_image_url	warranty
Accent Gallery	142	Tempest	" The Tempest series transforms the beauty of natural sandstone into a dramatic focal point for every room. With vibrant colorations and bold contrasts, Tempest's original design brings the beauty of windswept sand dunes and serene sunsets to the home. The collection includes a full range of sizes to complement floor and wall applications, as well as mosaics and unique listellos to provide a full range of custom installation options. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Tempest/TP1T65_TEMPESTRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	143	Stanford Slate	" A unique 12"" multi-colored slate pattern, Stanford Slate combines a realistic sand worn surface texture with an authentic shale structure. Accented by thin grout lines, it offers a natural solution that will compliment a wide variety of interior styles. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Aurora/41291_STANFORDSLATERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	144	Siena	" Siena has the character, depth, and awesome beauty found in many natural stones. This 12"" metamorphic sandstone has a rich patina with realistic detail and texture. Bring the outside into your home with this dramatic pattern. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17240_SienaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	145	Essex Oak	 Oak has long been a popular wood choice. Essex Oak is a classic Oak with beautiful color and character. This pattern will coordinate with the beauty of any traditional home decor. Essex Oak features NatureForm embossing. 	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/AW513_ESSEXOAKRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	146	Modesto	 Modesto is a beautiful display of texture and color inspired by the multi-hued landscape of California. The bold modular layout and unique tonal variation make it a versatile choice for any home decor. 	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT153_ModestaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Restoration Collection	147	Chestnut Hill	"A one of a kind pattern, Chestnut Hill possesses all the rustic beauty found in a natural wormy chestnut.&nbsp; It's a truly original and perfect addition to the Restoration Collection."	http://www.mannington.com:80/~/media/Images/Product/Laminate/Restoration Collection/Chestnut-Hill_Natural_22322_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank	148	Ontario Oak	" Revolutions Plank, with NatureForm Optix technology, micro-beveling and narrow 5"" widths, combines the look and feel of natural wood with the performance of laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsPlank/26302_OntarioOakRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	149	Grand Canyon	" Inspired by the picturesque landscape of Arizona, Grand Canyon is one of the most spectacular visuals of slate in the LVT category. This striking pattern provides true realism through wonderful colors, deep weathered shaling, and rustic tumbled edges. ALL GRAND CANYON COLORS REQUIRE THE USE OF ADURA GROUT. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/AT230_GrandCanyonBlueHorizonRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	150	Dockside	"With its handsome graining, realistic knotholes, and worn saw marks, Dockside is a reclaimed and restored wood visual.&nbsp; Dockside is available in a larger 6"" x 48"" inch plank and makes a bold statement in design, color, and character."	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/Dockside_Pier_ALP602_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	151	Montana Oak Plank	"Montanta Oak Plank is a traditional red oak in 5 inch planks, with subtle micro bevel edges and a satin finish makes this wood floor a stunning addition to any room."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/MT05SD1_MontanaOakPlankRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Acropolis	152	Acropolis	"Acropolis capitalizes on the growing re-emergence of marble visuals and combines them with sophisticated colorations creating a modern, updated appearance."	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Acropolis/AC1T13_Acropolis_olive_branchRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Tile	153	Mojave Slate	" Influenced by the strikingly beautiful hues of the desert, Mojave Slate brings a naturalistic ambiance into the home. This pattern's modular design features a vast array of different sized and shaped stones while providing an equally impressive range of color play and detail. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsTile/38611_MOJAVESLATERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Elements	154	Seaside Elements	"Featuring a sun washed sandstone texture and soft color play, Seaside offers a tranquil backdrop that can transform and space into a vacation retreat."	http://www.mannington.com:80/~/media/Images/Product/Adura/Elements/AE1200_SEASIDERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	155	Catania	" Sun baked and weathered, this classic brick pattern in 9"" proportions tells its story through its distressed detail, tinted blushes and rustic grout lines. Catania brings a sense of nostalgia homeward. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3772_CataniaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	156	Tangier Oak	" A new addition to the Marrakech Collection, Tangier Oak is a unique handscaped and hand distressed look with genuine saw marks. It comes in 4"", 5"", and 6.5"" widths. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/MMT05CY1Tangier-Oak-LVG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	157	Jumpstart Southernwood	"Southernwood provides a traditional, American look to any home by bringing the classic beauty of hardwood into any room in the home. This natural appearing plank pattern compliments a wide range of Country, Traditional and Contemporary looks."	"http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71142_SouthernwoodRS.ashx<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"	
American Classics	158	American Walnut Plank	"The species of choice when it comes to exclusive furniture and flooring, Walnut is the most cherished of all American hardwoods. Bring luxury into your home with this stylish floor."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/AMW05TA1_AmericanWalnutRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
La Jolla	159	La Jolla	"La Jolla is a sophisticated sandstone look that offers the appearance of continuous movement underfoot. The crisp, clean graphics add to the complexity of the visual."	http://www.mannington.com:80/~/media/Images/Product/Porcelain/LaJolla/LJ1T24_LaJolla_surfRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	160	Arrow Rock	" With an updated color palette thats both embossed and scraped, Arrow Rock, a beautiful refined rustic is sure to transform any room instantly. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/ARH05RHL1-Arrow-rock.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank	161	Time Crafted Maple	" For an heirloom-quality look with the performance of modern laminate, Time Crafted Maple offers the most unique, and most realistic, hardwood visual in the laminate category today. Adding warmth and appeal to any home and accurate to its name, Time Crafted Maple exhibits the essence of beautifully age-worn hardwood. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/RevolutionsPlank/26711_TimeCraftedMapleRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	162	Chesapeake	" A remarkably realistic 4.5"" oak plank pattern, Chesapeake features a visual of beautifully refined graining and offers classic colors that will bring a tranquil, relaxing solution to any room. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71211_Chesapeake_Gunstock_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
American Classics	163	Jamestown Oak Plank	"The Jamestown Oak plank offers the traditional oak look with a semi gloss finish and micro bevel edges, great for family rooms."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/Classics/JU03PC4_JamestownOak.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Simplicity	164	Medici Stone	" A small scale modular stone layout, Medici Stone incorporates natural veining with soft blushes of color. The pattern's overall effect is one of real stone character enhanced by quiet pockets of high and low color play. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Simplicity/98030_MediciStonerRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Elements	165	Metallica Elements	"Elements offers the look of custom tile with the durability and easy care of Adura. Choose color, shape and design and create a look and style all your own. Visit your local Mannington retailer to design a floor that's unique to you! "	http://www.mannington.com:80/~/media/Images/Product/Adura/Elements/AE1204_SICILIANSTONERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	166	Timber Ridge	" Timber Ridge is a time weathered hickory visual that offers a new twist on rustics. It's subtle under glow, refined detail, worn knots, and rich color play make this pattern an ideal addition to any backdrop. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/AW562_TIMBERRIDGERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	167	Jumpstart Malaga	" As captivating as the stunning landscapes of Spain, Malaga's 6"" tiles feature the hand set and worn look of limestone. The details found in the chipped edges, pitted surface, and uneven grout lines create a sense of timeless beauty that will definitely bring eclectic interest to any room. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71181_MalagaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	168	Sobella Guadalajara	"The rich heritage of Guadalajara inspired this festive pattern. Its 9"" tile layout features a lush, nostalgic patina, varied play of color, and rustic texture. This incredibly diverse design will embrace any room in the household."	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT132_GuadalajaraRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Vega	169	Roman Path	" Roman Path is a 6"" textured rustic stone with an interesting look of layering colors. Its sleek, simple scale and variety in color makes Roman Path beautifully defined. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Vega/3559_RomanPathRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	170	Jumpstart Shenandoah	" Shenandoah is a 12"" rustic travertine that reflects wonderful color and textural effects found both in nature and the stone itself. This weathered stone works well with a variety of home designs. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71092_ShenandoahRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	171	Jumpstart Riviera	" Reminiscent of the romantic scenery of the French Riviera, this sand swept modular slate pattern captures all the rustic realism and detail found among the narrow streets and cozy corridors of this quaint yet exciting destination. Riviera features a beautiful mix of tile sizes, textures, and color that can create a vacation retreat in any home.http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71191_RivieraRS.ashx"	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"	
Hand Crafted	172	Washington Cherry Plank	"The truth is, Washington Cherry's beauty is in its simplicity. Delicate and rich at once, its versatility makes it the perfect classic choice, in either warm Sandalwood or traditional Cherry Spice."	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/WH05CS1_WashingtonCherryPla.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Symphony	173	Symphony	"Beautiful as the sweet sophisticated sounds of a mesmerizing concerto, ""Symphony"" blends soft, subtle hues into a well orchestrated combination of color &amp; texture."	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Symphony/SY0T12_SYMPHONYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Tile	174	Casa	" Casa displays a surface texture that captures the worn patina and imperfections that are inherent to hand-set terracotta. Featured in 4 authentically fire-baked colors, Casa is a versatile pattern that provides the look of either terracotta when grouted, or painted concrete without grout. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryTile/Casa_Chipotle_AT283-RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	175	Asian Plum	" Asian Plum, a fresh update to Mannington's Coordinations collection is a trendsetting fruitwood look that brings balance to flooring, cabinetry and furniture in home decor. Asian Plum features Mannington's Opticlear finish, which emphasizes the clarity of this unique grain and produces a more aesthetically pleasing visual. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/45013L_AsianPlumRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	176	Heirloom Cherry	" Authentic in its representation of vintage old growth wood, Heirloom Cherry displays the hand of the craftsman with its handscraped embossing. This embossing brings to life the peaks and valleys found in naturally aged wood in all its irregularity and imperfections. Two colorways, savannah and olde town, enhance Heirloom Cherrys distinctive look. "	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/ALP030_HEIRLOOMCHERRYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	177	Sistina	"Sistina is a traditional pattern richly replicating 9"", multi-colored slate squares."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Aurora/41099_SistinaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	178	Havana	"A remarkably realistic 6&rdquo; distressed oak pattern, Havana features the look of reclaimed wood. Its beautifully refined graining and natural under glow offers a rustic sophistication that can compliment a wide range of looks in any home including Modern, Traditional and Rustic."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71261_Havana_SmokedHabaneroRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Distinctive Plank	179	Summit Hickory	" Step back to a time when craftsmanship was passed down through the generations. This truly one-of-a-kind, handsome handscraped and distressed hickory will add lasting value and beauty to your home. The exquisite beveled 5""x48"" planks replicate the unique work of these artisans from the past. "	http://www.mannington.com:80/~/media/Images/Product/Adura/DistinctivesCollection/ALPO01_SUMMITHICKORYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Antiquity	180	Antiquity	" With its worn edges, rustic patina, and weathered texture, Antiquity is an epitomization of all the characteristics for which it was named. It looks as if time has embraced and beautified it. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/Antiquity/AQ1T12_ANTIQUITYRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	181	Sobella Vesuvius	" Inspired by the dramatic history of southern Italy, Vesuvius reveals texture created from stone formed and hardened by centuries of wind, sun, and rain. Offered in a 7.2"" layout with generous amounts of realistic and multi-layered coloring, Vesuvius will easily compliment the eclectic home styles of today. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT163_VesuviusRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Plank	182	Country Oak	" Knots, scrape marks and distressing make this wood look truly weathered and worn. Country Oak features the characteristics found in old country barns. Great dimension and texture make this pattern a perfect choice for those looking for a more rustic appeal. Country Oak features NatureForm embossing. "	http://www.mannington.com:80/~/media/Images/Product/Adura/LuxuryPlank/AW552_COUNTRYOAKRS-nwp.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Deluxe	183	Sobella Northcrest	"Northcrest evokes images of sand swept and sun kissed beaches.&nbsp;&nbsp;Its color and texture offer a subtle interplay of balance and juxtaposition. A realistic stone look, visually enhanced by a 9&rdquo; checkerboard layout, Northcrest readily brings nature&rsquo;s ever-changing beauty into the home."	http://www.mannington.com:80/~/media/Images/Product/Sobella/Deluxe/Northcrest_Coastline_ALT321_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	184	Antique Barn Oak	" The most rustic pattern, Antique Barn Oak features color variations of both red and white oak, dense graining, and multi-faceted texturing work that provides fantastic depth of design and visual interest. This random width plank look recalls a time when oak was used for rural American mills and granaries, and is the essence of charming, time-worn wood full of natural character. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/24093L_AntiqueBarnOakRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Elements	185	Sicilian Stone Elements	"Inspired by the varied landscapes of the island for which it is named, Sicilian Stone is an exciting tile with an explosion of color and texture. This robust and elegant pattern would be a beautiful accent to any home office, dining or living space."	http://www.mannington.com:80/~/media/Images/Product/Adura/Elements/AE1204_SICILIANSTONERS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	186	Jumpstart Coral Bay	"Inspired by the Great Barrier Reef, Coral Bay is an allover pattern that captures the unique and subtle texture of coral found in the warmest waters of the ocean. Coral Bay can provide a calming, tranquil, and comfortable feel to any home."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71062_CoralBayRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Value Lock Collection	187	Honeytone Washington Oak	 Mannington's Value Lock Collection allows for a variety of classic and trendy wood visuals to come to life in any room. This Laminate collection gives the budget conscious consumer the great styling and product associated with the Mannington brand. 	http://www.mannington.com:80/~/media/Images/Product/Laminate/ValueLock/65000L_HTWashingtonOakRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Sobella Supreme	188	Sobella Madagascar	" The exotic look of Madagascar is reminiscent of the tropical climate of the African coast. Warm rich tones, elegant graining and variable width planks combine to create a unique dramatic feel. This exotic wood design will help create an inviting cozy feel to any room in the home. "	http://www.mannington.com:80/~/media/Images/Product/Sobella/Supreme/ALT612_MadagascarRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	189	Honey Oak	 This classic oak look with country flair has bold graining and abundant color contrast for a beautiful flooring visual. An ideal flooring for active lifestyles.http://www.mannington.com:80/~/media/Images/Product/Laminate/Coordinations/24001L_HoneyOakRS-nwp.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"	
Coordinations	190	Natural Wisconsin Walnut	"The rich visual patterning, warm multi-tones and realistic texture of Wisconsin Walnut ideally coordinate with the wide range walnut furnishings coming back into popularity."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	191	Castle Rock Birch	 The Castle Rock is hand scraped and hand rubbed with stains in a centuries old method by master craftsman to make this collection a masterpiece in your home. 	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/CRH05ES1_CastleRockBirchRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	192	Hampton Hickory	"Rustic craftsmanship brings unparalleled warmth and individuality to this pattern.&nbsp; Naturally weathered, Hampton Hickory featured in 4&rdquo; wide hand scraped planks will provide traditional comfort and style to any room."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3931_HamptonHickoryNutmegRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	193	Savannah Hickory Plank	 Savannah Hickory Plank is a stylish new look with an outstanding low luster finish that is so sought after. The low gloss allows even more of the natural beauty of our hardwood floors to be revealed. 	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Adura Elements	194	Manhattan Elements	" Splashes of color and shimmer dance over this fantasy - like tile. Having an eclectic feel, this pattern will mesh well with today's contemporary looks and home accents. "	http://www.mannington.com:80/~/media/Images/Product/Adura/Elements/AE2202_MANHATTANRS2.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Revolutions Plank Diamond Bay	195	Diamond Bay Hawaiian Koa	"Diamond Bay's unique ""diamond finish"" brings the dramatic visuals of exotic hardwoods to life with incredible clarity and depth of color, all with the durability and easy care of a laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Diamond Bay/26800HawaiianKoaRSa.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	196	Honey French Oak	"Honey French Oak offers the realism and texture of real wood flooring, with raised graining, and a more rustic, weathered appearance."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	197	Accent Gallery	" Decorating preferences continue to be inspired by the bold contrasts found in nature. Glass mosaics bring these contrasts to life and have emerged as a dominant force in tile accessories. Our new introductions offer a unique take on this trend and feature a combination of clear and frosted glass, and natural stone in three versatile and fashion-forward blended color offerings. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/SerengetiSlate/SS0T18_SerengetiSlateVG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	198	Accent Gallery (Antiquity)	" Decorating preferences continue to be inspired by the bold contrasts found in nature. Glass mosaics bring these contrasts to life and have emerged as a dominant force in tile accessories. Our new introductions offer a unique take on this trend and feature a combination of clear and frosted glass, and natural stone in three versatile and fashion-forward blended color offerings. "	http://www.mannington.com:80/~/media/Images/Product/Porcelain/SerengetiSlate/SS0T18_SerengetiSlateVG.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Accent Gallery	199	Monterey			
	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"			
Revolutions Plank Diamond Bay	200	Diamond Bay Kingston Mahogany	"Diamond Bay's unique ""diamond finish"" brings the dramatic visuals of exotic hardwoods to life with incredible clarity and depth of color, all with the durability and easy care of a laminate. "	http://www.mannington.com:80/~/media/Images/Product/Laminate/Diamond Bay/26810_KingstonMahoganyRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	201	Canyon Ridge	"Beautifully rustic and warm, Canyon Ridge offers the realism of natural slate in a classic 12"" pattern. Available in a rich selection of colors, it provides an authentic look that's versatile as it is attention getting."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Aurora/41221_CanyonRidgeRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Jumpstart	202	Jumpstart Montaro	Montero is a textural travertine design with rustic grouts. Montero offers the natural appeal of multi-colored hues combined with realistic rustic patterning.	http://www.mannington.com:80/~/media/Images/Product/Resilient/Jumpstart/71131_MontaroRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	203	Bogota	" Bogota is a unique Spanish inspired pattern that truly captures the vibrant colors and culture of Columbia. Creating a wonderful contrast through color, this 9"" tile layout features thin rectified grout lines with authentic hand painted inserts. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17370_BOGOTARS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	204	Macedonia	" Macedonia offers the dramatic look of marble emphasized by an elegant pairing of rich, lustrous colors with classic luxury. This 12"" opulent marble pattern blends traditional style with a renewed sense of sophistication, making it an impressive focal point in any setting. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17340_MacedoniaRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Best-Realistique	205	Mediterranea	" A faithful reproduction of 12"" hand-set terracotta, Cantina captures the worn patina and beautifully rustic feel that are inherent to this natural material. It's weathered grout lines and bold colors easily bring a sense of Old World charm to any modern-day kitchen. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Realistique/97140_Cantina_Salsa_RS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Coordinations	206	Natural Spalted Maple	"Natural Spalted Maple, a take on a unique wood in which a fungus grows in the grain, creating dramatic dark streaks through the yellow-to-brown toned wood."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Hand Crafted	207	Inverness Glenmore Hickory	" Characterized by authentic texture and glazed edge treatments, the Inverness collection offers unique craftsmanship and depth not seen in ordinary hardwood floors. The use of heavy edge glazing enhances the warm underglow inherent to this wood in both the Flaxen and Russet colors. An intricate 4-layer staining process adds color depth as its only found in a Mannington floor. "	http://www.mannington.com:80/~/media/Images/Product/Hardwood/HandCrafted/IVG05FL1_GlenmoreHickoryRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Simplicity	208	Easdale Slate	"A beautifully textured, natural rustic slate look, Easdale Slate is a feast for the eyes with the multiple hues and colors found in each tile. With several different sized and shaped pavers, this floor adds excitement to any room."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Simplicity/98012_EasdaleSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Premium-Naturals	209	Indian Slate	" This exquisite 9"" slate pattern creates visual interest by combining complimentary hues with distinctive levels of texture. Indian Slate offers a rustic look that will surely add excitement to any home. "	http://www.mannington.com:80/~/media/Images/Product/Resilient/Naturals/17200_IndianSlateRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Better-Aurora	210	Dominica	"The visual appeal of natural stone with its wonderful variation of texture and subtle color this 9"" paver style is the perfect companion to the Traditional or Country styles."	http://www.mannington.com:80	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
Good-Benchmark	211	Coronado	"Reminiscent of the rocky coastline of Coronado Island, this stunning pattern embodies all the beauty that Southern California encompasses. This remarkable 4&rdquo; slate design combines one-of-a-kind realistic grout lines with impeccable realism, highlighting the broad spectrum of color that is found in natural slate.&nbsp; Coronado is sure to transform any room."	http://www.mannington.com:80/~/media/Images/Product/Resilient/Benchmark/3923_CoronadoCliffsideRS.ashx	"<a href=""http://www.mannington.com/residential/downloads/warranties/resilient.pdf"">View Warranty Infomartion</a>"
